11tCrJwtA4XWyCazX5ziXQ	4.0
zKyXbR3n4D74IS9ppg4YyA	4.0
Fc5PROn33UeGQDzO4Hkd_g	4.0
zPxWTy_2WOslWtKCr8B1nQ	4.0
zPxWTy_2WOslWtKCr8B1nQ	4.0
R9XSSEzwkmwwwqB76K7s2A	4.0
_MUHpxyrdwAyghqJF8I7TQ	4.0
AATaAkzBuCP1OCIbpGUzOg	4.0
u2Z7wvTpZJzQEhfFBS-06g	4.0
v9p7i4nes51uh2dqbCd13Q	4.0
u2Z7wvTpZJzQEhfFBS-06g	4.0
iBuh1wqpib8G_GdHpedckg	4.0
u2Z7wvTpZJzQEhfFBS-06g	4.0
R9XSSEzwkmwwwqB76K7s2A	4.0
hv2vG66RCk-LCgY98UI3oQ	4.0
iBuh1wqpib8G_GdHpedckg	4.0
zPxWTy_2WOslWtKCr8B1nQ	4.0
CEMXXaJYYzXk2PnHy7Fsfw	4.0
u2Z7wvTpZJzQEhfFBS-06g	4.0
h1Jq1YlqPyD1mGSW0sjRaQ	4.0
b7xistZfcbSO6_0Mg-heRA	4.0
h1Jq1YlqPyD1mGSW0sjRaQ	4.0
zPxWTy_2WOslWtKCr8B1nQ	4.0
-OxypcycgREGnL0jBzSNFQ	4.0
b7xistZfcbSO6_0Mg-heRA	4.0
o2WmqEWfFa5Zw8uQae_Arw	4.0
zPxWTy_2WOslWtKCr8B1nQ	4.0
-OxypcycgREGnL0jBzSNFQ	4.0
zPxWTy_2WOslWtKCr8B1nQ	4.0
fKZJdcRb6MpyfZSiRis5Ww	4.0
kc1_CSr60-K-uH3cYtiFTg	4.0
5I3nxqUBEUjAjwTucD9FJg	4.0
4TnxVgLwes8XfWhPs0loUQ	4.0
o2WmqEWfFa5Zw8uQae_Arw	4.0
VWUr0a1LCklb597Jl8tElA	4.0
XeLy2ncyITaP8kIVXR0-gA	4.0
AATaAkzBuCP1OCIbpGUzOg	4.0
XHqJxtUt1JWj4db9_y1j4g	4.0
97cusyR85-H1aPehjqp22A	4.0
0h8wDaqrsqC8_9Aiovqstg	4.0
h1Jq1YlqPyD1mGSW0sjRaQ	4.0
Zlum8_7i6iQNn9IardnuRQ	4.0
mdHPoGAhLjE43KIE4Ptv-Q	4.0
zy6Hzao6lTmuJMZo4BemIg	4.0
m3kGKtfu-kxmR-cmO6ONmg	4.0
mI_LN8YE4EOWRaTnIASkpw	4.0
tmJqHYxD4rFUNyaV9tPxLQ	4.0
zy6Hzao6lTmuJMZo4BemIg	4.0
_V6HvKxaFcOF5BpVCWaPmg	4.0
6R_g0Lrr-dOwSx5qxR2vHQ	4.0
VWkiqMhV--oemj-y9eU_8g	4.0
Wipy66VvmSaLLX7OMNlU2A	4.0
uNh_TojmqWj5kbS3bb8h4A	4.0
u7ewKuY8JBXLlJylF3bw4w	4.0
1OhW3wUWcwPsjo1PnBufZw	4.0
Fz-aNlxDCq7LA5-O6ydvmw	4.0
ehKHM7TUFrB3yLs909kDDw	4.0
Fz-aNlxDCq7LA5-O6ydvmw	4.0
u2Z7wvTpZJzQEhfFBS-06g	4.0
QvT-zx9e5t-Dgub1mOn-Ag	4.0
zPxWTy_2WOslWtKCr8B1nQ	4.0
afM6dvmpTbjgJcSN8K6NMA	4.0
nioOM-5RC_JxMaZfQXQnFw	4.0
Wipy66VvmSaLLX7OMNlU2A	4.0
u2Z7wvTpZJzQEhfFBS-06g	4.0
k_Wo12Sq2S4GdbSocpRumg	4.0
u2Z7wvTpZJzQEhfFBS-06g	4.0
ntpqUrloH93ukahV2N4_jw	4.0
_Nw04uJj8Ii3yjch4uu83Q	4.0
Fz-aNlxDCq7LA5-O6ydvmw	4.0
tmJqHYxD4rFUNyaV9tPxLQ	4.0
dluEBTLL7gJoMJ7ZYuYJMQ	4.0
iBuh1wqpib8G_GdHpedckg	4.0
RWwDygGwJVE1KEm0we-H1g	4.0
iYQPfLcPQXiYi-kycrm2rw	4.0
IX-aiZ-EIgkg8n7n0srduw	4.0
Fz-aNlxDCq7LA5-O6ydvmw	4.0
1OhW3wUWcwPsjo1PnBufZw	4.0
qvgo0I7j_BH_XRMxueO8Ag	4.0
OiRpIt4m-Z0gFde_9WwTbA	4.0
1supbPrl5PnKbn-iDk3TIg	4.0
lYs6GtdUU6ycN-TwGJcUpA	4.0
u2Z7wvTpZJzQEhfFBS-06g	4.0
fT-G7irihN4u6x6HsIw00Q	4.0
zPxWTy_2WOslWtKCr8B1nQ	4.0
Ql_jhmWx7fu0gsgE_LlMCg	4.0
883p8Iq1DGAcrP6GU5XRog	4.0
FFw74NXo0YZq-ObS-HfUGg	4.0
iYQPfLcPQXiYi-kycrm2rw	4.0
1OhW3wUWcwPsjo1PnBufZw	4.0
YCpfuHOhXi__GfUJwUirBQ	4.0
2h9Ea8gGZPQ81sFq9GnfZw	4.0
NFrDOhznry5iqD15p4nyfQ	4.0
LH_YnMStcp4m89ROD6iKuQ	4.0
hv2vG66RCk-LCgY98UI3oQ	4.0
Rpj7CpNbKAt1mkQ6ExVG6w	4.0
cFMy6C92U67PfGn2m7mQmg	4.0
qd9ecz-yl6Uz-YnG8L_55w	4.0
BvzuU9uOIH71OAXM0dMVQg	4.0
Xk9QtL0Nqn2zzYFKx56_1A	4.0
